Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Mercedes,E,2020,Saudi,White,Full,2.0,Gas,Automatic,16000,Dammam,265000.0,False
Mercedes,E,2018,Gulf Arabic,White,Full,3.0,Gas,Automatic,86000,Dammam,245000.0,False
Land Rover,Discovery,2018,Saudi,Blue,Full,2.0,Gas,Automatic,500,Dammam,240000.0,False
Mercedes,GLC,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,4000,Dammam,225000.0,False
Lexus,IS,2020,Gulf Arabic,Grey,Full,3.0,Gas,Automatic,10000,Dammam,197000.0,False
Land Rover,Range Rover,2014,Saudi,White,Full,3.0,Gas,Automatic,195000,Dammam,170000.0,False
Mercedes,GL,2014,Saudi,White,Full,4.6,Gas,Automatic,139000,Dammam,135000.0,False
BMW,The 6,2013,Saudi,Black,Full,3.0,Gas,Automatic,108000,Dammam,120000.0,False
Toyota,Prado,2014,Gulf Arabic,Grey,Full,4.0,Gas,Automatic,165000,Qassim,79000.0,True
Lexus,IS,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,89000,Dammam,128000.0,False
Nissan,Sentra,2016,Saudi,White,Standard,1.6,Gas,Automatic,139000,Riyadh,36000.0,False
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,50000,Riyadh,53000.0,False
Hyundai,Accent,2019,Saudi,Brown,Standard,1.4,Gas,Automatic,91000,Riyadh,32000.0,False
Ford,F150,2019,Saudi,Brown,Semi Full,5.4,Gas,Automatic,13000,Dammam,108000.0,False
Toyota,Hilux,2018,Saudi,White,Standard,2.7,Gas,Manual,194000,Riyadh,80000.0,False
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,36000,Al-Ahsa,43000.0,False
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Brown,Semi Full,4.0,Gas,Manual,185000,Tabouk,73000.0,True
Dodge,Durango,2014,Saudi,Grey,Semi Full,3.6,Gas,Automatic,244000,Al-Namas,52000.0,False
Mercedes,G,2019,Saudi,Grey,Full,4.0,Gas,Automatic,60000,Riyadh,835000.0,False
Kia,Optima,2015,Saudi,Navy,Semi Full,2.4,Gas,Automatic,173588,Riyadh,36500.0,False
Toyota,Camry,2014,Saudi,White,Standard,2.5,Gas,Automatic,230000,Dammam,35000.0,False
Hyundai,Sonata,2018,Saudi,White,Standard,2.4,Gas,Automatic,48933,Riyadh,50000.0,False
Toyota,Fortuner,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,40000,Dammam,132000.0,False
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,99000,Al-Ahsa,129000.0,False
Kia,Optima,2014,Gulf Arabic,Silver,Full,2.4,Gas,Automatic,200,Al-Medina,45000.0,False
Toyota,Hilux,2014,Gulf Arabic,White,Semi Full,2.7,Gas,Automatic,249000,Qassim,52000.0,True
BMW,X,2014,Saudi,Brown,Full,4.4,Gas,Automatic,124000,Khobar,105000.0,True
Kia,Cadenza,2018,Saudi,Black,Semi Full,1.6,Gas,Automatic,7500,Arar,68000.0,True
Nissan,Datsun,2015,Saudi,White,Full,2.4,Gas,Manual,147000,Jazan,45000.0,False
Toyota,Avalon,2019,Saudi,Other,Semi Full,3.5,Gas,Automatic,60000,Tabouk,115000.0,False
Chevrolet,Optra,2011,Saudi,White,Standard,1.6,Gas,Automatic,216000,Riyadh,9000.0,False
Toyota,Hilux,2014,Saudi,White,Standard,2.7,Gas,Manual,31500,Jubail,52000.0,True
Hyundai,Sonata,2020,Saudi,Grey,Semi Full,2.5,Gas,Automatic,47000,Riyadh,108758.0,False
Toyota,Hilux,2021,Saudi,White,Full,1.0,Diesel,Manual,13169,Jeddah,158500.0,True
Hyundai,Sonata,2018,Saudi,Other,Standard,2.4,Gas,Automatic,7400,Aseer,58000.0,False
Mazda,CX9,2016,Saudi,Other,Full,2.5,Gas,Automatic,124,Qassim,57000.0,False
FAW,B50,2016,Saudi,Black,Full,1.4,Gas,Automatic,89000,Jeddah,25000.0,False
GMC,Sierra,2019,Saudi,Black,Standard,5.3,Gas,Automatic,8900,Al-Jouf,130000.0,False
Hyundai,Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,245000,Aseer,30000.0,False
Toyota,Rush,2021,Other,White,Standard,1.5,Gas,Automatic,600,Arar,57250.0,True
Hyundai,Senta fe,2013,Saudi,White,Semi Full,3.3,Gas,Automatic,16700,Jeddah,52000.0,False
Toyota,Avalon,2021,Saudi,White,Semi Full,3.5,Gas,Automatic,6500,Riyadh,140000.0,False
Cadillac,ATS,2018,Gulf Arabic,Black,Full,2.0,Gas,Automatic,51000,Riyadh,125000.0,False
Land Rover,Range Rover,2017,Gulf Arabic,Black,Full,5.0,Gas,Automatic,90000,Riyadh,250000.0,False
Mercedes,GLE,2020,Other,Black,Full,6.9,Gas,Automatic,24000,Riyadh,330000.0,False
Hyundai,Sonata,2016,Saudi,White,Standard,1.3,Gas,Automatic,132560,Riyadh,48500.0,True
Mercedes,E,2017,Saudi,White,Full,3.0,Gas,Automatic,30000,Makkah,178000.0,True
Hyundai,Elantra,2016,Saudi,Grey,Standard,1.6,Gas,Automatic,144000,Dammam,42000.0,True
Toyota,Avalon,2011,Saudi,Black,Full,3.5,Gas,Automatic,150000,Makkah,58000.0,False
Hyundai,Accent,2012,Saudi,White,Semi Full,1.6,Gas,Manual,228000,Jeddah,15000.0,False
Kia,Rio,2015,Saudi,White,Full,1.4,Gas,Automatic,117000,Khobar,21000.0,True
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,220000,Riyadh,68000.0,False
Toyota,Rav4,2018,Gulf Arabic,White,Full,2.5,Gas,Automatic,84000,Jubail,85000.0,False
Ford,Ranger,2021,Saudi,Navy,Standard,2.2,Diesel,Manual,9000,Abha,85000.0,False
Hyundai,Sonata,2017,Saudi,Other,Semi Full,2.4,Gas,Automatic,20000,Riyadh,36000.0,False
Mazda,3,2015,Saudi,White,Standard,1.6,Gas,Automatic,200000,Riyadh,25000.0,False
Geely,Other,2017,Saudi,Blue,Full,1.4,Gas,Automatic,45000,Riyadh,36000.0,False
Chevrolet,Caprice,2013,Saudi,White,Standard,6.0,Gas,Automatic,266000,Riyadh,37000.0,False
Toyota,Corolla,2013,Saudi,Silver,Semi Full,1.6,Gas,Automatic,217562,Tabouk,30000.0,True
Ford,Victoria,2015,Saudi,Black,Semi Full,4.6,Gas,Automatic,130000,Dammam,70000.0,False
Cadillac,Escalade,2016,Gulf Arabic,Black,Semi Full,6.2,Gas,Automatic,130000,Dammam,180000.0,False
Dodge,Charger,2014,Other,Black,Standard,3.6,Gas,Automatic,240000,Riyadh,35000.0,True
Kia,Optima,2019,Saudi,White,Semi Full,2.4,Gas,Automatic,65000,Dammam,68925.5,True
Toyota,Prado,2012,Saudi,Silver,Semi Full,2.7,Gas,Automatic,186000,Dammam,71500.0,True
Mercedes,CLA,2015,Other,Red,Semi Full,2.0,Gas,Automatic,133,Yanbu,78000.0,True
Toyota,Land Cruiser 70,2016,Saudi,White,Standard,4.0,Gas,Manual,49900,Dammam,78229.0,True
Kia,Mohave,2014,Saudi,White,Standard,3.8,Gas,Automatic,192,Dammam,39000.0,False
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,87000,Dammam,49000.0,True
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,30000,Riyadh,58500.0,True
Ford,Taurus,2014,Saudi,Orange,Standard,2.0,Gas,Automatic,152000,Dammam,55000.0,False
GMC,Yukon,2013,Saudi,White,Full,2.7,Gas,Automatic,300,Jeddah,55000.0,False
Hyundai,Other,2012,Saudi,Black,Full,2.4,Gas,Automatic,3330,Aseer,25000.0,False
Hyundai,Tucson,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,120000,Jeddah,62000.0,False
GMC,Yukon,2016,Saudi,Other,Full,5.3,Gas,Automatic,122000,Riyadh,143000.0,True
Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,18000,Jeddah,77000.0,False
Toyota,FJ,2016,Saudi,White,Full,4.0,Gas,Automatic,148,Tabouk,98000.0,False
Toyota,Camry,2017,Saudi,Blue,Full,2.5,Gas,Automatic,31000,Al-Baha,75000.0,False
Toyota,Prado,2011,Saudi,White,Semi Full,2.7,Gas,Manual,165000,Jubail,55000.0,True
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,60000,Jeddah,75000.0,False
Kia,Optima,2017,Saudi,Other,Semi Full,2.4,Gas,Automatic,210,Riyadh,46250.0,True
Toyota,Yaris,2016,Saudi,White,Semi Full,1.5,Gas,Automatic,179,Riyadh,28000.0,True
Toyota,Land Cruiser Pickup,2018,Gulf Arabic,White,Full,4.0,Gas,Manual,125000,Riyadh,124000.0,True
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,95000,Jeddah,85000.0,False
Mazda,6,2014,Saudi,White,Semi Full,2.5,Gas,Automatic,185000,Al-Medina,45000.0,False
Toyota,Land Cruiser Pickup,2014,Saudi,Bronze,Standard,6.0,Gas,Manual,192000,Al-Medina,73000.0,False
INFINITI,QX,2016,Saudi,Grey,Full,5.6,Gas,Automatic,185000,Dammam,119000.0,False
Toyota,Fortuner,2015,Saudi,Golden,Full,4.0,Gas,Automatic,250000,Jazan,64500.0,True
Toyota,Camry,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,133000,Riyadh,48000.0,False
Hyundai,Elantra,2016,Saudi,Other,Standard,2.0,Gas,Automatic,194000,Riyadh,42000.0,True
Ford,Taurus,2015,Other,Brown,Semi Full,3.5,Gas,Automatic,104000,Dammam,74000.0,False
Dodge,Charger,2018,Other,Blue,Semi Full,3.6,Gas,Automatic,89000,Dammam,109000.0,False
Kia,Carnival,2016,Other,White,Semi Full,3.3,Gas,Automatic,85000,Dammam,64000.0,False
Chrysler,S300,2018,Other,Navy,Full,3.6,Gas,Automatic,66000,Dammam,122000.0,False
Ford,Flex,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,180000,Dammam,49000.0,False
Ford,Taurus,2017,Other,Grey,Full,3.5,Gas,Automatic,131000,Dammam,73000.0,False
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,22000,Hafar Al-Batin,41500.0,False
Lexus,ES,2019,Saudi,Silver,Full,2.5,Hybrid,Automatic,62000,Yanbu,195000.0,False
Toyota,FJ,2012,Other,White,Full,4.0,Gas,Automatic,270,Tabouk,60000.0,False
Renault,Dokker,2017,Saudi,White,Standard,1.6,Gas,Manual,101000,Aseer,25000.0,True
Nissan,VTC,2019,Other,White,Full,4.8,Gas,Automatic,39000,Abha,145000.0,False
Chevrolet,Impala,2014,Gulf Arabic,White,Standard,3.6,Gas,Automatic,255000,Khobar,43000.0,False
Dodge,Charger,2020,Other,Grey,Semi Full,3.6,Gas,Automatic,25000,Jeddah,115000.0,True
Hyundai,Elantra,2017,Saudi,Grey,Full,2.0,Gas,Automatic,140000,Jeddah,47000.0,False
Chrysler,300,2014,Saudi,Black,Semi Full,3.5,Gas,Automatic,272000,Riyadh,45000.0,False
Toyota,Prado,2016,Saudi,White,Full,4.0,Gas,Automatic,69900,Dammam,128000.0,False
GMC,Sierra,2020,Saudi,Red,Semi Full,5.3,Gas,Automatic,60000,Dammam,155000.0,False
Toyota,Hilux,2016,Other,White,Full,2.7,Gas,Automatic,208,Hail,77000.0,False
Toyota,Corolla,2013,Saudi,White,Semi Full,1.0,Gas,Automatic,170,Wadi Dawasir,30000.0,True
Chevrolet,Caprice,2015,Saudi,Black,Semi Full,6.0,Gas,Automatic,235000,Tabouk,65000.0,False
Hyundai,Accent,2015,Saudi,White,Standard,1.4,Gas,Automatic,270000,Riyadh,25000.0,True
Hyundai,Tucson,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,182000,Riyadh,63500.0,True
BMW,The 7,2018,Saudi,Other,Full,3.0,Gas,Automatic,19000,Riyadh,225000.0,False
Honda,Accord,2014,Saudi,White,Semi Full,2.4,Gas,Automatic,300,Riyadh,45000.0,False
Hyundai,Senta fe,2015,Gulf Arabic,Grey,Full,3.3,Gas,Automatic,245000,Aseer,54000.0,True
Ford,F150,2018,Saudi,Brown,Full,5.0,Gas,Automatic,35000,Riyadh,195000.0,False
Hyundai,Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,88089,Riyadh,48500.0,True
Mitsubishi,Pajero,2017,Saudi,White,Semi Full,3.5,Gas,Automatic,159000,Dammam,55000.0,False
Nissan,Datsun,2013,Saudi,White,Full,2.4,Gas,Manual,202702,Besha,26000.0,True
Chevrolet,Suburban,2015,Saudi,Other,Full,5.3,Gas,Automatic,70000,Al-Baha,160000.0,False
GMC,Sierra,2013,Saudi,Silver,Full,5.3,Gas,Automatic,334,Riyadh,45000.0,False
Lexus,ES,2016,Saudi,Grey,Semi Full,3.6,Gas,Automatic,200000,Jeddah,105000.0,False
Ford,Taurus,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,233,Al-Medina,71500.0,True
Hyundai,Sonata,2015,Other,Black,Standard,1.0,Gas,Automatic,93647,Hail,43000.0,True
Mitsubishi,L200,2020,Saudi,White,Full,2.5,Diesel,Manual,9000,Al-Ahsa,71000.0,True
Geely,EC7,2014,Saudi,Black,Full,1.6,Gas,Automatic,229000,Jeddah,18000.0,False
Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,139400,Tabouk,58000.0,False
Mazda,CX9,2020,Saudi,Grey,Full,4.0,Gas,Automatic,51000,Riyadh,130000.0,False
Ford,Taurus,2017,Other,Black,Semi Full,1.7,Gas,Automatic,92595,Riyadh,83000.0,False
Hyundai,Azera,2018,Saudi,Other,Standard,3.5,Gas,Automatic,147,Tabouk,96303.0,False
Dodge,Durango,2011,Saudi,White,Semi Full,5.7,Gas,Automatic,200900,Jeddah,30000.0,False
Toyota,Fortuner,2015,Saudi,White,Full,2.7,Gas,Automatic,209,Riyadh,72000.0,False
Nissan,Bus Urvan,2016,Saudi,White,Standard,2.5,Gas,Manual,106000,Dammam,65000.0,False
Honda,Odyssey,2016,Saudi,Grey,Full,3.6,Gas,Automatic,72000,Makkah,63000.0,True
Kia,Cerato,2016,Saudi,White,Standard,1.6,Gas,Automatic,91000,Riyadh,31500.0,True
GMC,Yukon,2014,Saudi,Red,Standard,5.3,Gas,Automatic,92000,Dammam,90000.0,False
Volkswagen,Beetle,2015,Gulf Arabic,Red,Full,2.0,Gas,Automatic,113,Qassim,54500.0,True
Lexus,IS,2015,Saudi,Bronze,Full,3.5,Gas,Automatic,181000,Riyadh,60000.0,False
Chevrolet,Spark,2017,Other,White,Standard,1.4,Gas,Automatic,88739,Riyadh,21000.0,True
Lexus,LS,2015,Saudi,Grey,Full,4.6,Gas,Automatic,110000,Tabouk,170000.0,True
Lexus,LX,2021,Gulf Arabic,White,Full,5.7,Gas,Automatic,5000,Aseer,459750.0,True
Toyota,Corolla,2013,Saudi,White,Standard,1.6,Gas,Automatic,233000,Jubail,25000.0,False
Kia,Sorento,2015,Saudi,Black,Semi Full,3.3,Gas,Automatic,182000,Dammam,30000.0,False
Hyundai,Creta,2017,Saudi,Silver,Semi Full,1.6,Gas,Automatic,120000,Jeddah,50000.0,False
Ford,Explorer,2016,Saudi,Black,Standard,3.5,Gas,Automatic,228000,Riyadh,65000.0,False
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,32000,Besha,233000.0,True
GMC,Yukon,2014,Saudi,Black,Standard,8.0,Gas,Automatic,135000,Riyadh,81500.0,True
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,71000,Al-Medina,62000.0,False
Hyundai,Sonata,2019,Saudi,Silver,Semi Full,2.4,Gas,Automatic,53000,Dammam,79000.0,False
Kia,Cerato,2015,Saudi,White,Standard,1.6,Gas,Automatic,170000,Riyadh,27000.0,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,79000,Dammam,33000.0,False
Mercedes,E,2016,Other,Black,Standard,2.0,Gas,Automatic,110440,Riyadh,98000.0,False
Hyundai,Sonata,2013,Saudi,White,Full,2.6,Gas,Automatic,280,Riyadh,25000.0,False
Changan,Seven,2021,Saudi,White,Standard,1.5,Gas,Automatic,9500,Riyadh,32500.0,True
Hyundai,Tucson,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,101000,Riyadh,61100.0,False
Dodge,Charger,2016,Other,Other,Full,5.7,Gas,Automatic,100000,Dammam,109000.0,False
Nissan,Sentra,2017,Saudi,White,Standard,1.6,Gas,Automatic,50700,Riyadh,37000.0,False
Chevrolet,Silverado,2018,Saudi,Silver,Standard,4.3,Gas,Automatic,70000,Abha,77000.0,False
Mercedes,C,2016,Other,White,Semi Full,2.0,Gas,Automatic,76000,Riyadh,102000.0,False
Nissan,Altima,2017,Saudi,White,Semi Full,3.0,Gas,Automatic,85000,Riyadh,58000.0,False
Ford,Taurus,2015,Saudi,Black,Full,3.0,Gas,Automatic,197000,Riyadh,58000.0,False
Nissan,Navara,2015,Saudi,White,Semi Full,2.0,Gas,Manual,45000,Riyadh,50000.0,False
Kia,Optima,2015,Saudi,Navy,Semi Full,2.0,Gas,Automatic,191,Riyadh,38500.0,False
Kia,Optima,2015,Saudi,Navy,Semi Full,2.0,Gas,Automatic,190000,Riyadh,38000.0,False
Nissan,Juke,2014,Saudi,Navy,Semi Full,2.0,Gas,Automatic,68000,Riyadh,35000.0,False
Suzuki,Grand Vitara,2013,Saudi,White,Semi Full,2.0,Gas,Manual,16000,Riyadh,35000.0,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,34000.0,False
Toyota,Prado,2016,Saudi,Grey,Semi Full,4.0,Gas,Automatic,67000,Riyadh,90000.0,False
Toyota,FJ,2020,Saudi,White,Standard,4.0,Gas,Automatic,68500,Riyadh,117000.0,False
Foton,Mini Van,2017,Gulf Arabic,White,Standard,2.7,Gas,Manual,145000,Riyadh,39500.0,False
Toyota,Avalon,2013,Saudi,Black,Full,3.5,Gas,Automatic,136000,Riyadh,70000.0,True
Ford,Fusion,2015,Saudi,Grey,Semi Full,2.5,Gas,Automatic,85000,Riyadh,35000.0,False
Kia,Carnival,2017,Saudi,Brown,Full,3.3,Gas,Automatic,82217,Dammam,58000.0,True
Hyundai,H1,2018,Other,Brown,Semi Full,7.0,Gas,Automatic,40000,Qassim,63000.0,False
Kia,Optima,2018,Saudi,Silver,Semi Full,2.4,Gas,Automatic,131000,Riyadh,59000.0,False
Toyota,Corolla,2013,Saudi,Silver,Standard,1.6,Gas,Automatic,186000,Al-Medina,27000.0,False
Ford,Van,2013,Saudi,White,Semi Full,6.8,Gas,Automatic,40000,Abha,40000.0,False
Hyundai,Azera,2015,Saudi,Silver,Full,3.5,Gas,Automatic,215515,Riyadh,42000.0,False
Mercedes,G,2019,Other,Black,Full,4.0,Gas,Automatic,39000,Riyadh,800000.0,False
Kia,Cerato,2015,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,141000,Dammam,25000.0,False
Nissan,Sentra,2014,Saudi,Silver,Standard,1.6,Gas,Automatic,19000,Riyadh,20250.0,True
Kia,Seltos,2021,Saudi,Red,Semi Full,1.6,Gas,Automatic,10000,Riyadh,75000.0,False
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,66000,Al-Medina,29000.0,False
Toyota,Corolla,2020,Saudi,Other,Semi Full,1.6,Gas,Automatic,39000,Jeddah,69000.0,False
Mercedes,G,2014,Saudi,White,Full,5.5,Gas,Automatic,125000,Riyadh,245000.0,False
GMC,Yukon,2015,Saudi,Bronze,Standard,5.2,Gas,Automatic,131000,Riyadh,126500.0,True
GMC,Yukon,2017,Saudi,Golden,Semi Full,5.3,Gas,Automatic,30000,Aseer,158000.0,False
Chevrolet,Tahoe,2013,Saudi,Other,Semi Full,5.3,Gas,Automatic,172000,Jeddah,60000.0,False
Kia,Cadenza,2017,Saudi,Silver,Standard,3.0,Gas,Automatic,93000,Riyadh,57000.0,False
Ford,Taurus,2015,Saudi,Black,Standard,3.5,Gas,Automatic,140000,Dammam,64000.0,False
Toyota,Previa,2015,Gulf Arabic,White,Full,2.4,Gas,Automatic,156000,Riyadh,56500.0,False
Chrysler,C300,2017,Saudi,Black,Standard,3.6,Gas,Automatic,133000,Riyadh,70000.0,False
Toyota,Hilux,2020,Gulf Arabic,White,Full,2.7,Gas,Manual,15000,Riyadh,105500.0,False
GMC,Sierra,2018,Saudi,Navy,Standard,5.3,Gas,Automatic,126000,Riyadh,111000.0,False
Lexus,RX,2016,Gulf Arabic,Brown,Full,3.5,Gas,Automatic,176700,Riyadh,130000.0,False
Toyota,Hilux,2020,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,49000,Riyadh,103000.0,False
Kia,Sportage,2020,Saudi,Navy,Full,1.6,Gas,Automatic,7688,Riyadh,67000.0,False
Toyota,Innova,2016,Saudi,White,Full,2.7,Gas,Automatic,84000,Riyadh,69000.0,False
Honda,Odyssey,2015,Gulf Arabic,Brown,Full,2.7,Gas,Automatic,123000,Riyadh,59000.0,False
Lexus,LS,2014,Saudi,White,Full,4.6,Gas,Automatic,202000,Riyadh,133000.0,False
Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,58000,Riyadh,151000.0,False
Chevrolet,Tahoe,2016,Saudi,Blue,Full,5.6,Gas,Automatic,168000,Riyadh,115500.0,False
Mazda,3,2018,Saudi,Other,Standard,2.0,Gas,Automatic,31000,Al-Medina,54000.0,False
Mazda,3,2018,Saudi,Other,Standard,1.8,Gas,Automatic,53000,Al-Medina,54000.0,False
Mazda,3,2018,Saudi,Other,Standard,1.8,Gas,Automatic,54000,Al-Medina,54000.0,False
Mazda,3,2018,Saudi,Silver,Standard,1.8,Gas,Automatic,23000,Al-Medina,55000.0,False
Mazda,CX3,2018,Saudi,Blue,Semi Full,2.9,Gas,Automatic,78000,Al-Medina,54000.0,False
Mazda,CX3,2018,Saudi,White,Standard,2.0,Gas,Automatic,30000,Al-Medina,54000.0,False
Mazda,CX3,2018,Saudi,Other,Standard,2.0,Gas,Automatic,31000,Al-Medina,55000.0,False
Mazda,3,2019,Saudi,White,Standard,1.6,Gas,Automatic,53000,Al-Medina,46500.0,False
Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,82000,Riyadh,149500.0,False
Lexus,LX,2015,Saudi,Golden,Full,5.7,Gas,Automatic,157000,Al-Medina,197500.0,True
Hyundai,Tucson,2017,Saudi,Blue,Full,2.4,Gas,Automatic,89000,Al-Medina,63500.0,True
GMC,Yukon,2016,Saudi,Golden,Full,4.0,Gas,Automatic,139000,Al-Medina,143000.0,True
Mitsubishi,Pajero,2017,Other,White,Semi Full,3.5,Gas,Automatic,87000,Al-Medina,68000.0,True
Chevrolet,Tahoe,2020,Saudi,Silver,Standard,4.0,Gas,Automatic,9000,Al-Medina,165500.0,True
GMC,Yukon,2016,Saudi,Other,Standard,4.0,Gas,Automatic,75000,Al-Medina,143000.0,True
GMC,Yukon,2015,Saudi,Other,Standard,4.0,Gas,Automatic,124000,Al-Medina,126500.0,True
Hyundai,Accent,2018,Saudi,Black,Standard,1.4,Gas,Automatic,105000,Riyadh,35000.0,False
Land Rover,Range Rover,2017,Saudi,White,Full,5.2,Gas,Automatic,77000,Al-Medina,275000.0,False
Porsche,Panamera,2011,Saudi,White,Full,5.7,Gas,Automatic,108000,Al-Medina,99000.0,False
Mercedes,S,2011,Saudi,White,Full,3.8,Gas,Automatic,203000,Al-Medina,98000.0,False
Honda,Accord,2018,Saudi,Silver,Full,1.5,Gas,Automatic,70000,Al-Medina,96000.0,False
Mercedes,S,2011,Gulf Arabic,White,Full,3.8,Gas,Automatic,132000,Al-Medina,90000.0,False
Toyota,Avalon,2014,Saudi,Black,Full,3.8,Gas,Automatic,156000,Al-Medina,73000.0,False
Chevrolet,Camaro,2013,Saudi,Grey,Full,5.7,Gas,Automatic,137000,Al-Medina,63000.0,False
Mazda,CX3,2018,Saudi,Brown,Standard,2.0,Gas,Automatic,49000,Al-Medina,55000.0,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,84000,Al-Medina,51000.0,False
Mazda,3,2018,Saudi,Black,Standard,1.6,Gas,Automatic,99000,Al-Medina,45000.0,False
Toyota,Innova,2014,Saudi,White,Standard,2.5,Gas,Automatic,163000,Al-Medina,39000.0,False
Toyota,Hilux,2020,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,27000,Riyadh,104500.0,False
Lexus,ES,2018,Gulf Arabic,White,Full,3.5,Gas,Automatic,128000,Riyadh,93500.0,False
Toyota,Previa,2017,Gulf Arabic,White,Standard,2.4,Gas,Automatic,139000,Riyadh,62000.0,False
Mazda,3,2016,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,129000,Riyadh,31000.0,False
Toyota,Hilux,2018,Saudi,White,Full,2.4,Gas,Automatic,141000,Al-Medina,78000.0,True
Toyota,Land Cruiser 70,2016,Saudi,White,Semi Full,2.7,Gas,Manual,182000,Al-Medina,78229.0,True
Lexus,LX,2021,Saudi,White,Full,5.7,Gas,Automatic,4500,Al-Medina,460500.0,False
Land Rover,Range Rover,2019,Saudi,Black,Full,5.6,Gas,Automatic,36000,Riyadh,520000.0,False
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,119000,Najran,69000.0,False
Nissan,Pathfinder,2013,Saudi,Silver,Semi Full,3.5,Gas,Automatic,127000,Riyadh,38000.0,False
Hyundai,Elantra,2017,Saudi,Grey,Standard,2.0,Gas,Automatic,146000,Riyadh,40000.0,False
Toyota,Camry,2020,Saudi,White,Full,3.5,Gas,Automatic,26000,Dammam,126000.0,False
Toyota,Fortuner,2019,Saudi,White,Full,1.1,Gas,Automatic,166,Riyadh,111002.5,True
Nissan,VTC,2019,Saudi,Grey,Standard,4.8,Gas,Automatic,100,Arar,138000.0,False
Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,260000,Riyadh,60000.0,False
Honda,Accord,2018,Saudi,White,Semi Full,1.5,Gas,Automatic,28500,Qassim,87000.0,True
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Automatic,22000,Al-Ahsa,120000.0,False
Chrysler,300,2014,Other,Black,Full,5.7,Gas,Automatic,188000,Al-Ahsa,57000.0,False
Kia,Carenz,2015,Saudi,Black,Standard,2.0,Gas,Automatic,102000,Al-Ahsa,40000.0,False
Hyundai,Accent,2018,Saudi,White,Semi Full,1.4,Gas,Automatic,95000,Al-Ahsa,41000.0,False
Ford,Edge,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,198000,Al-Ahsa,69000.0,False
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,110000,Al-Ahsa,51000.0,False
Kia,Rio,2016,Saudi,Grey,Full,1.4,Gas,Automatic,91000,Al-Ahsa,37000.0,False
Chrysler,300,2018,Saudi,Silver,Full,5.7,Gas,Automatic,157000,Al-Ahsa,127000.0,False
Ford,Other,2016,Saudi,Other,Full,3.2,Gas,Automatic,15500,Riyadh,90000.0,False
Lexus,IS,2017,Saudi,Grey,Full,3.5,Gas,Automatic,69000,Jazan,150000.0,False
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,105000,Al-Ahsa,55000.0,False
Fiat,Doblo,2015,Saudi,White,Standard,1.4,Gas,Manual,119000,Al-Ahsa,25000.0,False
Ford,Taurus,2019,Other,Red,Semi Full,3.5,Gas,Automatic,108000,Al-Ahsa,88000.0,False
